"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"646",61540,2018-01-06,22,22,22,5.71,75.25,5,"male","unempl","full-time","single"
"647",63813,2018-03-26,22,20,18,6.57,77.11,3,"female","unempl","full-time","single"
"648",74342,2018-01-24,22,25,21,5.43,68.86,4,"male","unempl","full-time","single"
"649",61207,2018-06-05,30,21,18,6.43,57.48,5,"female","empl","part-time","divorced"
"650",18866,2018-04-04,27,24,17,6.14,46.98,4,"female","empl","part-time","divorced"
"651",69737,2018-04-02,29,19,25,5.71,81.47,2,"male","unempl","full-time","divorced"
"652",42240,2018-01-09,18,24,23,5.29,69.74,3,"male","unempl","full-time","single"
"653",82824,2018-01-27,30,18,21,6.43,65.59,3,"male","unempl","full-time","divorced"
"654",32048,2018-02-11,27,19,21,6.29,82.54,2,"male","unempl","full-time","divorced"
"655",96549,2018-03-03,31,20,25,5.57,84.25,1,"male","unempl","full-time","single"
"656",46284,2018-02-28,24,22,19,6.14,45.84,5,"female","empl","part-time","single"
"657",92743,2018-03-31,22,19,18,6.71,58.17,2,"female","empl","part-time","single"
"658",62786,2018-01-09,25,21,20,6.14,64.93,5,"male","unempl","full-time","single"
"659",37511,2018-01-22,23,24,25,5,83.9,3,"male","unempl","full-time","single"
"660",12319,2018-05-15,30,20,23,5.86,70.71,3,"male","unempl","full-time","divorced"
"661",82298,2018-01-05,26,24,20,5.71,62.3,4,"male","unempl","full-time","divorced"
"662",50881,2018-05-10,17,26,24,4.86,71.25,5,"male","unempl","full-time","single"
"663",46199,2018-02-20,17,18,19,6.71,66.37,4,"female","empl","part-time","single"
"664",91748,2018-05-06,25,22,20,6,54.77,5,"male","unempl","full-time","single"
"665",42039,2018-04-22,29,23,21,5.71,65.29,5,"male","unempl","full-time","divorced"
"666",2258,2018-06-02,27,28,12,6.29,28.78,3,"female","empl","part-time","married"
"667",76197,2018-01-29,19,16,23,6.43,75.59,3,"male","unempl","full-time","single"
"668",2971,2018-04-28,34,20,16,6.86,52.1,2,"female","empl","part-time","divorced"
"669",84246,2018-04-29,26,19,19,6.57,60.44,1,"female","empl","part-time","divorced"
"670",9924,2018-03-28,28,22,21,5.86,70.39,1,"male","unempl","full-time","divorced"
"671",37681,2018-05-28,26,17,18,7,63.63,3,"female","empl","part-time","divorced"
"672",39634,2018-03-15,22,22,19,6.14,65.38,2,"female","empl","part-time","single"
"673",77286,2018-04-02,32,19,17,6.86,66.26,4,"female","empl","part-time","divorced"
"674",2588,2018-02-01,25,21,15,6.86,53.76,5,"female","empl","part-time","single"
"675",48814,2018-05-31,25,19,20,6.43,69.9,5,"male","unempl","full-time","single"
"676",83861,2018-04-01,27,24,20,5.71,61.47,4,"male","unempl","full-time","divorced"
"677",92592,2018-04-07,28,25,22,5.29,59,5,"male","unempl","full-time","divorced"
"678",85915,2018-03-12,29,26,21,5.29,58.92,1,"male","unempl","full-time","divorced"
"679",66825,2018-02-14,25,20,17,6.71,57,4,"female","empl","part-time","single"
"680",19797,2018-05-11,28,18,15,7.29,59.91,5,"female","empl","part-time","divorced"
"681",56558,2018-03-11,24,23,22,5.57,79.17,1,"male","unempl","full-time","single"
"682",16502,2018-05-01,25,23,17,6.29,53.62,5,"female","empl","part-time","single"
"683",64628,2018-06-06,26,23,23,5.43,62.19,2,"male","unempl","full-time","divorced"
"684",34020,2018-04-30,35,22,22,5.71,69.62,3,"male","unempl","full-time","divorced"
"685",9805,2018-05-16,24,16,14,7.71,43.26,1,"female","empl","part-time","single"
"686",21089,2018-03-20,25,24,22,5.43,72.34,5,"male","unempl","full-time","single"
"687",58749,2018-04-11,24,22,21,5.86,63.25,4,"male","unempl","full-time","single"
"688",51387,2018-02-15,28,22,18,6.29,63.84,4,"female","empl","part-time","divorced"
"689",75903,2018-04-03,24,20,15,7,50.17,3,"female","empl","part-time","single"
"690",66594,2018-04-14,23,25,21,5.43,55.62,4,"male","unempl","full-time","single"
"691",39798,2018-03-25,24,21,20,6.14,65.08,3,"male","unempl","full-time","single"
"692",6298,2018-03-16,22,22,24,5.43,77.6,5,"male","unempl","full-time","single"
"693",37228,2018-04-09,31,11,21,7.43,74.15,4,"male","unempl","full-time","divorced"
"694",6079,2018-03-28,21,24,20,5.71,48.51,2,"male","unempl","full-time","single"
"695",83150,2018-05-28,27,20,22,6,75.17,5,"male","unempl","full-time","divorced"
"696",28439,2018-05-31,24,19,21,6.29,67.32,4,"male","unempl","full-time","single"
"697",79070,2018-04-26,23,20,19,6.43,61.85,5,"female","empl","part-time","single"
"698",61788,2018-06-06,21,18,19,6.71,66.11,4,"female","empl","part-time","single"
"699",64454,2018-03-26,24,23,17,6.29,45.47,2,"female","empl","part-time","single"
"700",52034,2018-04-10,25,25,15,6.29,47.92,5,"female","empl","part-time","single"
"701",92077,2018-01-02,27,21,12,7.29,37.64,2,"female","empl","part-time","divorced"
"702",89291,2018-06-05,25,15,22,6.71,83.48,4,"male","unempl","full-time","single"
"703",74220,2018-03-24,26,27,22,5,61.66,5,"male","unempl","full-time","divorced"
"704",55125,2018-04-15,24,21,21,6,65.03,4,"male","unempl","full-time","single"
"705",35319,2018-04-10,24,21,20,6.14,61.86,4,"male","unempl","full-time","single"
"706",99695,2018-04-27,25,20,18,6.57,54.97,3,"female","empl","part-time","single"
"707",93259,2018-04-16,18,21,19,6.29,59.73,2,"female","empl","part-time","single"
"708",40996,2018-04-12,26,25,23,5.14,67.45,2,"male","unempl","full-time","divorced"
"709",98307,2018-04-03,27,20,21,6.14,64.54,5,"male","unempl","full-time","divorced"
"710",726,2018-04-28,24,21,22,5.86,68.98,1,"male","unempl","full-time","single"
"711",91264,2018-03-27,30,23,23,5.43,65.99,2,"male","unempl","full-time","divorced"
"712",15826,2018-04-20,18,23,22,5.57,63.1,3,"male","unempl","full-time","single"
"713",17206,2018-01-04,31,19,19,6.57,61.67,5,"female","empl","part-time","divorced"
"714",29622,2018-01-01,24,24,23,5.29,72.45,3,"male","unempl","full-time","single"
"715",79197,2018-05-28,25,26,16,6,36.96,1,"female","empl","part-time","single"
"716",20899,2018-03-20,32,27,13,6.29,30.13,2,"female","empl","part-time","married"
"717",76330,2018-04-11,28,24,19,5.86,57.2,3,"female","empl","part-time","divorced"
"718",53174,2018-01-04,31,18,26,5.71,86.58,1,"male","unempl","full-time","single"
"719",54510,2018-04-16,23,19,20,6.43,65.27,2,"male","unempl","full-time","single"
"720",26819,2018-01-12,27,18,17,7,60.7,3,"female","empl","part-time","divorced"
"721",93331,2018-05-04,21,22,18,6.29,53.6,3,"female","empl","part-time","single"
"722",88267,2018-03-28,25,18,16,7.14,58.25,2,"female","empl","part-time","single"
"723",91601,2018-04-15,28,22,17,6.43,54.91,1,"female","empl","part-time","divorced"
"724",29971,2018-02-07,28,17,20,6.71,65.32,1,"male","unempl","full-time","divorced"
"725",35729,2018-01-04,31,20,19,6.43,59.4,5,"female","empl","part-time","divorced"
"726",78005,2018-06-04,26,21,18,6.43,67.24,3,"female","empl","part-time","divorced"
"727",30709,2018-01-22,21,23,13,6.86,45.16,4,"female","empl","part-time","single"
"728",99201,2018-01-15,22,23,19,6,60.15,5,"female","empl","part-time","single"
"729",2950,2018-05-16,26,18,21,6.43,72.55,4,"male","unempl","full-time","divorced"
"730",30320,2018-05-20,28,23,25,5.14,71.98,1,"male","unempl","full-time","divorced"
"731",12630,2018-06-05,26,24,18,6,58.45,1,"female","empl","part-time","divorced"
"732",60025,2018-05-27,25,18,17,7,64.08,1,"female","empl","part-time","single"
"733",32157,2018-02-18,30,23,18,6.14,55.19,4,"female","empl","part-time","divorced"
"734",93510,2018-05-12,20,25,19,5.71,47.83,3,"female","empl","part-time","single"
"735",87322,2018-04-14,25,19,19,6.57,64.87,4,"female","empl","part-time","single"
"736",31228,2018-01-25,29,20,20,6.29,59.41,2,"male","unempl","full-time","divorced"
"737",37166,2018-06-04,27,25,21,5.43,58.8,2,"male","unempl","full-time","divorced"
"738",50101,2018-04-29,21,22,21,5.86,69.83,2,"male","unempl","full-time","single"
"739",51281,2018-03-08,23,15,22,6.71,75.33,2,"male","unempl","full-time","single"
"740",19865,2018-01-29,24,17,18,7,74.16,4,"female","empl","part-time","single"
"741",42659,2018-05-25,24,23,22,5.57,54.68,3,"male","unempl","full-time","single"
"742",38634,2018-04-01,31,22,24,5.43,73.22,1,"male","unempl","full-time","divorced"
"743",98150,2018-02-17,21,20,18,6.57,60.32,2,"female","empl","part-time","single"
"744",68244,2018-05-11,32,23,17,6.29,46.15,3,"female","empl","part-time","divorced"
"745",99716,2018-02-07,25,19,17,6.86,55.94,4,"female","empl","part-time","single"
"746",44510,2018-01-15,22,24,21,5.57,60.01,3,"male","unempl","full-time","single"
"747",88413,2018-03-09,26,23,20,5.86,52.02,1,"male","unempl","full-time","divorced"
"748",62161,2018-02-21,24,20,16,6.86,56.27,5,"female","empl","part-time","single"
"749",48263,2018-02-24,21,18,21,6.43,83.87,3,"male","unempl","full-time","single"
"750",28795,2018-03-24,24,19,26,5.57,84.08,5,"male","unempl","full-time","single"
"751",25195,2018-05-06,28,23,23,5.43,70.82,4,"male","unempl","full-time","divorced"
"752",38827,2018-01-16,25,22,22,5.71,70.28,2,"male","unempl","full-time","single"
"753",39843,2018-02-04,25,20,17,6.71,50.81,5,"female","empl","part-time","single"
"754",96808,2018-01-24,31,23,20,5.86,63.61,2,"male","unempl","full-time","divorced"
"755",98685,2018-01-28,18,19,26,5.57,79.16,3,"male","unempl","full-time","single"
"756",40662,2018-01-03,24,24,16,6.29,34.09,2,"female","empl","part-time","married"
"757",55857,2018-04-15,27,18,21,6.43,68.81,4,"male","unempl","full-time","divorced"
"758",3091,2018-02-28,22,23,20,5.86,61.64,2,"male","unempl","full-time","single"
"759",76812,2018-06-05,25,18,16,7.14,57.39,4,"female","empl","part-time","single"
"760",97743,2018-03-14,32,20,16,6.86,51.57,1,"female","empl","part-time","divorced"
"761",33189,2018-02-21,26,20,16,6.86,51.54,3,"female","empl","part-time","divorced"
"762",45548,2018-03-27,26,20,16,6.86,55.69,1,"female","empl","part-time","divorced"
"763",22828,2018-01-22,25,19,20,6.43,55.41,2,"male","unempl","full-time","single"
"764",91402,2018-01-05,28,16,20,6.86,70.85,3,"male","unempl","full-time","divorced"
"765",55286,2018-02-17,25,22,19,6.14,47.66,3,"female","empl","part-time","single"
"766",60815,2018-02-24,26,23,18,6.14,49.36,1,"female","empl","part-time","divorced"
"767",23549,2018-02-19,27,15,21,6.86,70.55,1,"male","unempl","full-time","divorced"
"768",46457,2018-02-21,33,17,23,6.29,75.09,2,"male","unempl","full-time","divorced"
"769",89904,2018-03-29,22,26,14,6.29,40.51,3,"female","empl","part-time","single"
"770",57975,2018-03-11,27,20,18,6.57,52.92,5,"female","empl","part-time","divorced"
"771",5727,2018-03-16,24,25,20,5.57,49.64,3,"male","unempl","full-time","single"
"772",18184,2018-05-10,24,22,20,6,61.57,4,"male","unempl","full-time","single"
"773",51441,2018-02-26,21,13,14,8.14,60.27,5,"female","empl","part-time","single"
"774",39138,2018-03-13,26,20,15,7,48.15,5,"female","empl","part-time","divorced"
"775",48484,2018-01-04,21,21,22,5.86,65.86,4,"male","unempl","full-time","single"
"776",15030,2018-01-09,25,23,19,6,57.91,1,"female","empl","part-time","single"
"777",91405,2018-02-05,21,27,21,5.14,55.27,3,"male","unempl","full-time","single"
"778",71101,2018-03-04,23,25,28,4.43,82.3,4,"male","unempl","full-time","single"
"779",79031,2018-01-09,26,24,19,5.86,52.04,5,"female","empl","part-time","divorced"
"780",36645,2018-04-14,27,20,20,6.29,71.04,4,"male","unempl","full-time","divorced"
"781",56828,2018-03-02,28,22,21,5.86,64.03,4,"male","unempl","full-time","divorced"
"782",38619,2018-03-29,20,16,22,6.57,75.3,3,"male","unempl","full-time","single"
"783",90270,2018-02-08,18,18,21,6.43,83.95,5,"male","unempl","full-time","single"
"784",63772,2018-01-19,27,19,18,6.71,62.34,5,"female","empl","part-time","divorced"
"785",87845,2018-03-10,20,27,21,5.14,55.61,2,"male","unempl","full-time","single"
"786",6852,2018-04-17,27,26,24,4.86,66.41,2,"male","unempl","full-time","divorced"
"787",80200,2018-03-07,25,22,21,5.86,58.96,1,"male","unempl","full-time","single"
"788",6696,2018-02-06,21,19,19,6.57,61.55,2,"female","empl","part-time","single"
"789",45009,2018-05-10,29,24,18,6,53.9,1,"female","empl","part-time","divorced"
"790",17869,2018-02-11,22,18,19,6.71,69.44,2,"female","empl","part-time","single"
"791",62913,2018-01-22,27,22,24,5.43,67.73,3,"male","unempl","full-time","divorced"
"792",75721,2018-05-15,28,21,24,5.57,71.73,3,"male","unempl","full-time","divorced"
"793",16092,2018-02-10,21,24,20,5.71,60.41,3,"male","unempl","full-time","single"
"794",15532,2018-01-01,28,21,23,5.71,66.85,1,"male","unempl","full-time","divorced"
"795",86337,2018-01-31,19,22,21,5.86,67.3,2,"male","unempl","full-time","single"
"796",21698,2018-05-24,27,23,19,6,53.79,3,"female","empl","part-time","divorced"
"797",58619,2018-03-12,20,18,16,7.14,53.33,1,"female","empl","part-time","single"
"798",69526,2018-05-29,23,20,21,6.14,64.82,4,"male","unempl","full-time","single"
"799",81429,2018-04-08,28,25,21,5.43,60.64,4,"male","unempl","full-time","divorced"
"800",71159,2018-02-19,19,24,19,5.86,56.83,1,"female","empl","part-time","single"
"801",41193,2018-06-05,28,19,24,5.86,70.45,2,"male","unempl","full-time","divorced"
"802",52719,2018-04-23,28,18,20,6.57,58.74,2,"male","unempl","full-time","divorced"
"803",323,2018-05-09,27,17,27,5.71,84.7,2,"male","unempl","full-time","single"
"804",25008,2018-02-13,31,21,14,7,45.39,5,"female","empl","part-time","divorced"
"805",15399,2018-04-20,24,16,21,6.71,70.07,3,"male","unempl","full-time","single"
"806",87177,2018-05-23,26,23,19,6,58.65,3,"female","empl","part-time","divorced"
"807",20188,2018-03-27,17,19,16,7,46.32,1,"female","empl","part-time","single"
"808",57882,2018-02-20,21,25,17,6,38.75,1,"female","empl","part-time","single"
"809",79798,2018-03-02,29,16,22,6.57,72.22,1,"male","unempl","full-time","divorced"
"810",26258,2018-04-10,23,17,24,6.14,81.49,3,"male","unempl","full-time","single"
"811",40246,2018-05-04,23,22,17,6.43,48.59,2,"female","empl","part-time","single"
"812",37728,2018-05-16,25,22,18,6.29,53.87,4,"female","empl","part-time","single"
"813",23900,2018-06-05,28,25,21,5.43,57.67,3,"male","unempl","full-time","divorced"
"814",83523,2018-04-08,25,23,23,5.43,69.87,3,"male","unempl","full-time","single"
"815",705,2018-04-22,23,22,18,6.29,53.58,2,"female","empl","part-time","single"
"816",47254,2018-03-27,24,19,22,6.14,65.4,4,"male","unempl","full-time","single"
"817",86738,2018-05-29,30,26,16,6,41.65,4,"female","empl","part-time","divorced"
"818",56225,2018-05-17,21,20,20,6.29,58.96,2,"male","unempl","full-time","single"
"819",49673,2018-05-31,21,18,23,6.14,67.38,5,"male","unempl","full-time","single"
"820",86736,2018-03-05,23,23,17,6.29,55.65,4,"female","empl","part-time","single"
"821",52000,2018-02-19,23,24,20,5.71,55.35,5,"male","unempl","full-time","single"
"822",9180,2018-02-04,23,23,14,6.71,40.01,3,"female","empl","part-time","single"
"823",13347,2018-02-26,27,22,26,5.14,81.01,4,"male","unempl","full-time","divorced"
"824",4267,2018-01-02,21,18,17,7,54.51,4,"female","empl","part-time","single"
"825",57476,2018-02-17,21,21,17,6.57,50.61,4,"female","empl","part-time","single"
"826",7431,2018-06-01,24,21,21,6,67.22,5,"male","unempl","full-time","single"
"827",10834,2018-04-14,27,24,22,5.43,63.26,4,"male","unempl","full-time","divorced"
"828",2676,2018-03-16,23,19,11,7.71,38.43,1,"female","empl","part-time","single"
"829",44594,2018-03-01,22,23,19,6,53.98,1,"female","empl","part-time","single"
"830",79613,2018-05-15,24,16,25,6.14,80.84,1,"male","unempl","full-time","single"
"831",9384,2018-02-08,23,27,21,5.14,58.49,5,"male","unempl","full-time","single"
"832",2155,2018-04-20,24,20,19,6.43,59.09,3,"female","empl","part-time","single"
"833",85880,2018-05-30,24,18,21,6.43,67.01,2,"male","unempl","full-time","single"
"834",57736,2018-04-16,21,22,20,6,55.81,4,"male","unempl","full-time","single"
"835",15549,2018-02-08,25,16,19,7,71.6,1,"female","empl","part-time","single"
"836",51011,2018-02-24,24,25,20,5.57,59.96,1,"male","unempl","full-time","single"
"837",93459,2018-03-01,28,27,19,5.43,44.73,4,"female","empl","part-time","divorced"
"838",85189,2018-01-15,20,23,16,6.43,48.02,4,"female","empl","part-time","single"
"839",60933,2018-02-11,26,21,21,6,63.74,2,"male","unempl","full-time","divorced"
"840",61602,2018-03-01,29,21,22,5.86,69.15,2,"male","unempl","full-time","divorced"
"841",76374,2018-04-27,31,22,19,6.14,56.96,2,"female","empl","part-time","divorced"
"842",55453,2018-05-26,30,18,22,6.29,62.36,1,"male","unempl","full-time","divorced"
"843",10376,2018-03-22,23,18,22,6.29,62.22,5,"male","unempl","full-time","single"
"844",15938,2018-06-06,21,21,20,6.14,52.24,4,"male","unempl","full-time","single"
"845",91325,2018-04-04,28,18,21,6.43,69.75,3,"male","unempl","full-time","divorced"
"846",85158,2018-02-25,30,22,23,5.57,63.56,2,"male","unempl","full-time","divorced"
"847",76187,2018-03-05,30,24,22,5.43,54.48,3,"male","unempl","full-time","divorced"
"848",2142,2018-01-09,22,21,21,6,61.05,1,"male","unempl","full-time","single"
"849",89240,2018-03-22,28,24,21,5.57,56.34,5,"male","unempl","full-time","divorced"
"850",41848,2018-01-27,24,22,19,6.14,60.57,3,"female","empl","part-time","single"
"851",80869,2018-01-17,22,20,19,6.43,60.81,3,"female","empl","part-time","single"
"852",16458,2018-01-18,26,22,20,6,57.05,1,"male","unempl","full-time","divorced"
"853",69635,2018-01-18,25,23,28,4.71,87.61,3,"male","unempl","full-time","single"
"854",14534,2018-05-07,26,18,19,6.71,58.87,4,"female","empl","part-time","divorced"
"855",77696,2018-04-07,23,19,19,6.57,57.68,4,"female","empl","part-time","single"
"856",22041,2018-05-08,23,19,17,6.86,55.99,2,"female","empl","part-time","single"
"857",11696,2018-06-01,21,21,26,5.29,81.53,5,"male","unempl","full-time","single"
"858",94248,2018-05-26,30,20,16,6.86,57.63,1,"female","empl","part-time","divorced"
"859",62988,2018-01-23,27,19,16,7,60.09,1,"female","empl","part-time","divorced"
"860",46640,2018-05-14,23,23,24,5.29,59.28,4,"male","unempl","full-time","single"
"861",11939,2018-03-13,29,19,23,6,77.32,5,"male","unempl","full-time","divorced"
"862",47607,2018-02-28,25,21,14,7,40.1,3,"female","empl","part-time","single"
"863",36487,2018-02-11,27,25,23,5.14,62.98,5,"male","unempl","full-time","divorced"
"864",90116,2018-02-17,27,18,22,6.29,73.24,3,"male","unempl","full-time","divorced"
"865",15156,2018-05-11,27,15,19,7.14,68.48,4,"female","empl","part-time","divorced"
"866",84815,2018-04-09,24,25,21,5.43,53.76,5,"male","unempl","full-time","single"
"867",89953,2018-06-03,22,18,23,6.14,86.79,2,"male","unempl","full-time","single"
"868",89206,2018-02-24,18,21,14,7,44.29,1,"female","empl","part-time","single"
"869",51048,2018-01-25,25,21,20,6.14,57.8,1,"male","unempl","full-time","single"
"870",41316,2018-02-20,18,16,24,6.29,81.41,4,"male","unempl","full-time","single"
"871",46510,2018-04-22,28,19,20,6.43,60.47,5,"male","unempl","full-time","divorced"
"872",19554,2018-04-25,20,23,21,5.71,61.57,3,"male","unempl","full-time","single"
"873",32691,2018-03-23,27,21,20,6.14,60.65,1,"male","unempl","full-time","divorced"
"874",94705,2018-01-08,25,19,21,6.29,71.52,2,"male","unempl","full-time","single"
"875",57972,2018-03-01,18,25,18,5.86,61.07,3,"female","empl","part-time","single"
"876",61316,2018-01-27,22,23,29,4.57,80.06,2,"male","unempl","full-time","single"
"877",49095,2018-04-07,26,21,24,5.57,74.69,2,"male","unempl","full-time","divorced"
"878",51365,2018-03-01,28,22,21,5.86,54.76,1,"male","unempl","full-time","divorced"
"879",32239,2018-02-27,23,24,20,5.71,60.74,4,"male","unempl","full-time","single"
"880",54796,2018-02-26,28,16,21,6.71,76.11,4,"male","unempl","full-time","divorced"
"881",1763,2018-03-28,28,18,18,6.86,66.31,2,"female","empl","part-time","divorced"
"882",5648,2018-02-23,21,19,23,6,68.23,1,"male","unempl","full-time","single"
"883",38531,2018-04-22,29,19,15,7.14,50.56,4,"female","empl","part-time","divorced"
"884",10909,2018-03-13,30,19,19,6.57,56.6,1,"female","empl","part-time","divorced"
"885",5759,2018-05-19,22,21,21,6,79.31,1,"male","unempl","full-time","single"
"886",19091,2018-04-30,24,22,19,6.14,53.53,5,"female","empl","part-time","single"
"887",61106,2018-01-16,27,13,21,7.14,79.46,5,"male","unempl","full-time","divorced"
"888",58836,2018-03-12,24,21,25,5.43,80.1,4,"male","unempl","full-time","single"
"889",59238,2018-05-10,23,21,21,6,61.16,4,"male","unempl","full-time","single"
"890",89854,2018-03-03,22,26,23,5,66.51,4,"male","unempl","full-time","single"
"891",44156,2018-02-01,30,21,20,6.14,64.33,2,"male","unempl","full-time","divorced"
"892",71486,2018-05-07,28,16,17,7.29,56.98,1,"female","empl","part-time","divorced"
"893",23539,2018-01-13,25,22,19,6.14,61.19,1,"female","empl","part-time","single"
"894",14103,2018-01-07,23,21,23,5.71,70.73,2,"male","unempl","full-time","single"
"895",84900,2018-01-01,23,23,24,5.29,70.73,5,"male","unempl","full-time","single"
"896",7440,2018-01-23,26,16,19,7,63.93,1,"female","empl","part-time","divorced"
"897",2149,2018-05-07,29,18,17,7,60.98,3,"female","empl","part-time","divorced"
"898",12130,2018-03-31,27,20,25,5.57,72.28,5,"male","unempl","full-time","divorced"
"899",68736,2018-06-06,32,18,21,6.43,63.83,3,"male","unempl","full-time","divorced"
"900",45633,2018-02-06,24,20,19,6.43,68.16,2,"female","empl","part-time","single"
"901",26777,2018-03-21,25,22,24,5.43,72.77,1,"male","unempl","full-time","single"
"902",45100,2018-03-15,29,21,18,6.43,55.57,5,"female","empl","part-time","divorced"
"903",50588,2018-01-09,31,23,18,6.14,57.65,2,"female","empl","part-time","divorced"
"904",21768,2018-04-20,24,23,18,6.14,56.81,1,"female","empl","part-time","single"
"905",39648,2018-04-19,24,18,24,6,72.05,4,"male","unempl","full-time","single"
"906",72259,2018-02-04,28,24,23,5.29,69.02,1,"male","unempl","full-time","divorced"
"907",16236,2018-01-25,25,21,25,5.43,70.59,4,"male","unempl","full-time","single"
"908",95471,2018-03-29,23,15,13,8,48.73,1,"female","empl","part-time","single"
"909",93458,2018-05-17,30,21,19,6.29,57.45,1,"female","empl","part-time","divorced"
"910",35484,2018-06-06,31,26,19,5.57,53.62,2,"female","empl","part-time","divorced"
"911",39037,2018-01-21,21,20,19,6.43,46.77,4,"female","empl","part-time","single"
"912",25391,2018-05-05,31,22,17,6.43,44.09,3,"female","empl","part-time","divorced"
"913",30381,2018-03-20,20,22,19,6.14,61.05,1,"female","empl","part-time","single"
"914",13039,2018-04-03,30,20,21,6.14,59.13,3,"male","unempl","full-time","divorced"
"915",97215,2018-04-08,20,27,19,5.43,53.64,4,"female","empl","part-time","single"
"916",59305,2018-02-04,27,22,23,5.57,67.5,1,"male","unempl","full-time","divorced"
"917",74170,2018-06-07,23,24,23,5.29,65.82,3,"male","unempl","full-time","single"
"918",7129,2018-03-26,30,22,20,6,56.61,4,"male","unempl","full-time","divorced"
"919",57553,2018-03-26,26,18,19,6.71,76.63,1,"female","unempl","full-time","divorced"
"920",60929,2018-04-23,27,25,23,5.14,69.73,2,"male","unempl","full-time","divorced"
"921",48072,2018-04-24,30,22,21,5.86,56.75,3,"male","unempl","full-time","divorced"
"922",77603,2018-05-14,24,20,16,6.86,45.29,2,"female","empl","part-time","single"
"923",54115,2018-04-21,25,21,23,5.71,74.35,4,"male","unempl","full-time","single"
"924",61092,2018-06-04,29,23,22,5.57,68.4,2,"male","unempl","full-time","divorced"
"925",39529,2018-02-22,33,24,18,6,46.98,3,"female","empl","part-time","divorced"
"926",21886,2018-04-21,24,19,19,6.57,64.98,2,"female","empl","part-time","single"
"927",24766,2018-02-09,31,22,17,6.43,55.07,1,"female","empl","part-time","divorced"
"928",24642,2018-01-29,23,27,23,4.86,62.32,1,"male","unempl","full-time","single"
"929",81924,2018-06-05,23,25,16,6.14,46.46,5,"female","empl","part-time","single"
"930",58310,2018-01-28,28,18,18,6.86,68.49,4,"female","empl","part-time","divorced"
"931",68260,2018-04-25,23,20,22,6,70.77,3,"male","unempl","full-time","single"
"932",92553,2018-04-07,21,25,21,5.43,53.25,2,"male","unempl","full-time","single"
"933",66516,2018-02-25,21,15,19,7.14,78.33,4,"female","unempl","full-time","single"
"934",83276,2018-03-30,29,20,19,6.43,53.77,1,"female","empl","part-time","divorced"
"935",46771,2018-05-01,25,20,17,6.71,56.49,1,"female","empl","part-time","single"
"936",54123,2018-04-16,24,21,22,5.86,68.08,5,"male","unempl","full-time","single"
"937",89508,2018-06-01,31,18,18,6.86,67.41,5,"female","empl","part-time","divorced"
"938",96019,2018-03-23,17,21,17,6.57,61.91,4,"female","empl","part-time","single"
"939",8621,2018-05-16,25,24,19,5.86,59.82,5,"female","empl","part-time","single"
"940",59216,2018-05-13,19,24,23,5.29,69.78,3,"male","unempl","full-time","single"
"941",93112,2018-05-04,22,24,24,5.14,62.8,3,"male","unempl","full-time","single"
"942",12538,2018-03-28,29,22,14,6.86,38.63,1,"female","empl","part-time","divorced"
"943",91754,2018-03-24,30,21,18,6.43,61.62,1,"female","empl","part-time","divorced"
"944",2429,2018-02-14,26,23,18,6.14,46.71,4,"female","empl","part-time","divorced"
"945",81560,2018-01-23,29,17,26,5.86,75.85,2,"male","unempl","full-time","divorced"
"946",81288,2018-03-15,27,18,19,6.71,62.13,2,"female","empl","part-time","divorced"
"947",9466,2018-03-20,26,21,17,6.57,51.31,5,"female","empl","part-time","divorced"
"948",5912,2018-03-18,23,17,21,6.57,66.56,1,"male","unempl","full-time","single"
"949",60319,2018-06-04,24,23,20,5.86,64.71,3,"male","unempl","full-time","single"
"950",35473,2018-05-18,26,25,24,5,68.14,3,"male","unempl","full-time","divorced"
"951",21008,2018-01-21,28,23,22,5.57,78.31,2,"male","unempl","full-time","divorced"
"952",61256,2018-01-11,26,19,20,6.43,65.88,3,"male","unempl","full-time","divorced"
"953",34976,2018-05-18,23,16,23,6.43,76.4,3,"male","unempl","full-time","single"
"954",83640,2018-01-06,23,25,18,5.86,60.67,2,"female","empl","part-time","single"
"955",26979,2018-02-12,20,19,21,6.29,71.69,4,"male","unempl","full-time","single"
"956",95332,2018-04-11,24,17,20,6.71,60.38,3,"male","unempl","full-time","single"
"957",754,2018-01-03,31,19,21,6.29,64.19,5,"male","unempl","full-time","divorced"
"958",49130,2018-06-07,32,20,19,6.43,63.31,2,"female","empl","part-time","divorced"
"959",30106,2018-01-18,21,19,20,6.43,62.56,1,"male","unempl","full-time","single"
"960",9901,2018-05-19,30,22,20,6,65.77,1,"male","unempl","full-time","divorced"
"961",14053,2018-03-18,25,17,19,6.86,60.16,5,"female","empl","part-time","single"
"962",89438,2018-01-04,26,19,15,7.14,52.27,1,"female","empl","part-time","divorced"
"963",54930,2018-05-30,26,21,22,5.86,67.76,3,"male","unempl","full-time","divorced"
"964",58834,2018-04-16,23,22,20,6,53.75,4,"male","unempl","full-time","single"
"965",18361,2018-05-11,20,17,22,6.43,74.17,1,"male","unempl","full-time","single"
"966",87489,2018-04-06,27,20,16,6.86,50.08,1,"female","empl","part-time","divorced"
"967",46417,2018-05-06,21,28,20,5.14,46.51,2,"male","unempl","full-time","single"
"968",95041,2018-01-08,23,22,24,5.43,77.42,2,"male","unempl","full-time","single"
